info,lat,lon,alt
536903296,39.7689,-77.3468,3373
536903296,39.7689,-77.3467,3378
536903344,39.7688,-77.3467,3382
536903296,39.7688,-77.3467,3387
536903296,39.7688,-77.3467,3392
536903296,39.7688,-77.3466,3398
536903296,39.7687,-77.3466,3403
536903344,39.7687,-77.3466,3408
536903344,39.7687,-77.3466,3413
536903344,39.7687,-77.3466,3418
536903296,39.7687,-77.3466,3424
536903344,39.7687,-77.3465,3429
536903296,39.7686,-77.3465,3434
536903296,39.7686,-77.3465,3439
536903184,39.7686,-77.3465,3444
536903184,39.7686,-77.3464,3450
536903184,39.7686,-77.3464,3455
536903184,39.7686,-77.3463,3461
536903184,39.7686,-77.3463,3466
536903184,39.7685,-77.3463,3472
536903296,39.7685,-77.3462,3477
536903344,39.7685,-77.3462,3483
536903344,39.7685,-77.3461,3489
536903296,39.7685,-77.3461,3494
536903344,39.7684,-77.3460,3499
536903296,39.7684,-77.3460,3505
536903344,39.7684,-77.3459,3510
536903296,39.7683,-77.3459,3514
536903296,39.7683,-77.3458,3519
536903296,39.7683,-77.3458,3523
536903344,39.7682,-77.3457,3527
536903296,39.7682,-77.3456,3531
536903296,39.7682,-77.3456,3535
536903296,39.7682,-77.3455,3539
536903344,39.7681,-77.3455,3544
536903184,39.7681,-77.3454,3548
536903184,39.7681,-77.3454,3553
536903184,39.7681,-77.3454,3557
536903184,39.7681,-77.3453,3562
536903184,39.7680,-77.3453,3567
536903184,39.7680,-77.3453,3572
536903184,39.7680,-77.3453,3577
536903296,39.7679,-77.3452,3583
536903296,39.7679,-77.3452,3588
536903296,39.7679,-77.3452,3593
536903296,39.7678,-77.3451,3599
536903296,39.7678,-77.3451,3604
536903296,39.7678,-77.3450,3609
536903296,39.7678,-77.3450,3614
536903296,39.7677,-77.3449,3619
536903344,39.7677,-77.3449,3623
536903296,39.7677,-77.3448,3627
536903296,39.7677,-77.3448,3631
536903344,39.7676,-77.3448,3635
536903296,39.7676,-77.3448,3639
536903296,39.7676,-77.3448,3644
536903296,39.7676,-77.3448,3648
536903184,39.7675,-77.3447,3653
536903184,39.7675,-77.3447,3657
536903184,39.7674,-77.3447,3662
536903184,39.7674,-77.3446,3672
536903184,39.7674,-77.3446,3677
536903184,39.7673,-77.3446,3681
536903184,39.7673,-77.3446,3687
536903296,39.7673,-77.3445,3692
536903344,39.7672,-77.3445,3698
536903344,39.7672,-77.3445,3703
536903296,39.7672,-77.3445,3709
536903344,39.7672,-77.3444,3714
536903296,39.7671,-77.3444,3719
536903296,39.7671,-77.3444,3724
536903344,39.7671,-77.3444,3729
536903296,39.7670,-77.3444,3734
536903296,39.7670,-77.3444,3738
536903344,39.7670,-77.3444,3743
536903296,39.7670,-77.3444,3747
536903296,39.7669,-77.3444,3752
536903296,39.7669,-77.3444,3757
536903184,39.7669,-77.3444,3762
536903184,39.7668,-77.3444,3767
536903184,39.7668,-77.3444,3772
536903184,39.7668,-77.3443,3777
536903184,39.7668,-77.3444,3781
536903184,39.7667,-77.3444,3785
536903184,39.7667,-77.3444,3788
536903296,39.7667,-77.3444,3792
536903344,39.7667,-77.3444,3796
536903296,39.7666,-77.3444,3800
536903296,39.7666,-77.3444,3805
536903296,39.7666,-77.3444,3810
536903344,39.7666,-77.3444,3815
536903296,39.7666,-77.3444,3820
536903344,39.7665,-77.3443,3825
536903296,39.7665,-77.3443,3830
536903296,39.7665,-77.3443,3835
536903296,39.7665,-77.3443,3840
536903296,39.7665,-77.3443,3845
536903296,39.7664,-77.3442,3850
536903344,39.7664,-77.3442,3855
536903344,39.7664,-77.3442,3860
536903184,39.7663,-77.3442,3865
536903184,39.7663,-77.3442,3869
536903184,39.7663,-77.3442,3874
536903184,39.7663,-77.3442,3879
536903184,39.7662,-77.3442,3884
536903184,39.7662,-77.3442,3889
536903296,39.7662,-77.3442,3895
536903296,39.7662,-77.3442,3900
536903344,39.7662,-77.3442,3905
536903296,39.7662,-77.3442,3910
536903344,39.7661,-77.3442,3916
536903344,39.7661,-77.3442,3921
536903296,39.7661,-77.3442,3926
536903296,39.7661,-77.3442,3931
536903296,39.7661,-77.3442,3935
536903296,39.7661,-77.3441,3939
536903344,39.7661,-77.3441,3943
536903344,39.7661,-77.3441,3947
536903296,39.7661,-77.3441,3951
536903296,39.7661,-77.3441,3954
536903296,39.7661,-77.3441,3958
536903184,39.7661,-77.3441,3962
536903184,39.7661,-77.3440,3966
536903184,39.7661,-77.3440,3971
536903184,39.7661,-77.3440,3975
536903184,39.7661,-77.3440,3980
536903296,39.7661,-77.3439,3985
536903296,39.7660,-77.3439,3990
536903296,39.7660,-77.3439,3996
536903344,39.7660,-77.3439,4001
536903296,39.7660,-77.3438,4007
536903344,39.7660,-77.3438,4012
536903296,39.7660,-77.3438,4017
536903296,39.7659,-77.3437,4022
536903296,39.7659,-77.3437,4026
536903296,39.7659,-77.3436,4031
536903296,39.7659,-77.3436,4035
536903344,39.7659,-77.3435,4039
536903344,39.7659,-77.3435,4043
536903296,39.7659,-77.3434,4047
536903296,39.7659,-77.3434,4052
536903184,39.7659,-77.3434,4057
536903184,39.7659,-77.3434,4062
536903184,39.7659,-77.3434,4067
536903184,39.7658,-77.3433,4072
536903184,39.7658,-77.3433,4077
536903184,39.7658,-77.3433,4083
536903296,39.7658,-77.3433,4094
536903344,39.7658,-77.3432,4099
536903296,39.7658,-77.3432,4105
536903296,39.7658,-77.3432,4110
536903296,39.7657,-77.3431,4116
536903296,39.7657,-77.3431,4122
536903296,39.7657,-77.3430,4127
536903296,39.7657,-77.3430,4132
