info,lat,lon,alt
536903184,39.6380,-77.0744,15015
536903184,39.6378,-77.0742,15018
536903184,39.6377,-77.0741,15021
536903184,39.6376,-77.0740,15024
536903184,39.6375,-77.0739,15027
536903184,39.6374,-77.0738,15029
536903184,39.6373,-77.0738,15032
536903296,39.6372,-77.0737,15034
536903344,39.6371,-77.0736,15037
536903344,39.6370,-77.0735,15039
536903296,39.6369,-77.0734,15042
536903344,39.6368,-77.0733,15045
536903296,39.6367,-77.0732,15048
536903296,39.6366,-77.0731,15053
536903344,39.6365,-77.0730,15056
536903296,39.6364,-77.0729,15058
536903296,39.6363,-77.0728,15061
536903296,39.6362,-77.0728,15063
536903296,39.6361,-77.0727,15066
536903296,39.6360,-77.0726,15069
536903296,39.6359,-77.0725,15071
536903296,39.6358,-77.0724,15074
536903184,39.6357,-77.0723,15076
536903184,39.6356,-77.0722,15078
536903184,39.6355,-77.0722,15080
536903184,39.6354,-77.0721,15083
536903184,39.6353,-77.0720,15086
536903184,39.6352,-77.0719,15089
536903296,39.6350,-77.0718,15092
536903296,39.6349,-77.0717,15096
536903344,39.6348,-77.0716,15099
536903296,39.6347,-77.0715,15102
536903296,39.6346,-77.0715,15104
536903344,39.6345,-77.0714,15107
536903296,39.6344,-77.0713,15109
536903344,39.6343,-77.0712,15111
536903296,39.6342,-77.0711,15114
536903296,39.6341,-77.0710,15117
536903296,39.6340,-77.0710,15120
536903296,39.6339,-77.0709,15122
536903344,39.6338,-77.0708,15125
536903344,39.6337,-77.0707,15127
536903344,39.6335,-77.0706,15130
536903184,39.6334,-77.0705,15132
536903184,39.6333,-77.0705,15135
536903184,39.6332,-77.0704,15139
536903184,39.6331,-77.0703,15142
536903184,39.6330,-77.0702,15145
536903296,39.6328,-77.0701,15148
536903296,39.6327,-77.0701,15150
536903296,39.6326,-77.0700,15153
536903344,39.6325,-77.0699,15155
536903344,39.6324,-77.0698,15158
536903296,39.6323,-77.0697,15161
536903296,39.6322,-77.0697,15164
536903344,39.6321,-77.0696,15167
536903344,39.6320,-77.0695,15170
536903296,39.6319,-77.0694,15173
536903296,39.6317,-77.0693,15176
536903344,39.6316,-77.0692,15179
536903296,39.6315,-77.0692,15182
536903296,39.6314,-77.0691,15185
536903296,39.6312,-77.0690,15188
536903184,39.6311,-77.0689,15192
536903184,39.6310,-77.0689,15195
536903184,39.6309,-77.0688,15198
536903184,39.6307,-77.0687,15201
536903184,39.6306,-77.0687,15204
536903184,39.6305,-77.0686,15206
536903184,39.6304,-77.0685,15208
536903184,39.6303,-77.0685,15211
536903296,39.6302,-77.0684,15214
536903296,39.6300,-77.0684,15216
536903296,39.6299,-77.0683,15220
536903296,39.6298,-77.0682,15222
536903296,39.6297,-77.0681,15224
536903344,39.6296,-77.0680,15227
536903296,39.6295,-77.0680,15230
536903296,39.6293,-77.0679,15233
536903344,39.6292,-77.0678,15235
536903296,39.6291,-77.0677,15238
536903048,39.6290,-77.0676,15241
536903048,39.6289,-77.0676,15244
536903048,39.6288,-77.0675,15247
536903048,39.6286,-77.0674,15250
536903048,39.6285,-77.0674,15253
536903048,39.6284,-77.0673,15255
536903048,39.6283,-77.0672,15258
536903048,39.6282,-77.0672,15261
536903048,39.6279,-77.0671,15264
536903048,39.6278,-77.0670,15267
536903048,39.6277,-77.0670,15269
536903048,39.6276,-77.0670,15273
536903048,39.6275,-77.0669,15276
536903048,39.6274,-77.0669,15279
536903048,39.6272,-77.0668,15281
536903048,39.6271,-77.0668,15283
536903048,39.6270,-77.0667,15285
536903048,39.6269,-77.0667,15287
536903048,39.6268,-77.0666,15289
536903048,39.6267,-77.0666,15294
536903048,39.6266,-77.0665,15298
536903184,39.6264,-77.0664,15302
536903184,39.6263,-77.0664,15305
536903184,39.6262,-77.0663,15309
536903184,39.6261,-77.0662,15312
536903184,39.6260,-77.0661,15315
536903344,39.6259,-77.0661,15318
536903296,39.6258,-77.0660,15321
536903344,39.6257,-77.0659,15324
536903296,39.6255,-77.0659,15328
536903344,39.6254,-77.0658,15331
536903296,39.6253,-77.0657,15335
536903344,39.6252,-77.0657,15339
536903296,39.6251,-77.0656,15343
536903296,39.6250,-77.0655,15347
536903344,39.6249,-77.0655,15350
536903296,39.6248,-77.0654,15353
536903296,39.6246,-77.0653,15355
536903296,39.6245,-77.0653,15357
536903296,39.6244,-77.0652,15359
536903344,39.6243,-77.0651,15362
536903184,39.6242,-77.0651,15365
536903184,39.6241,-77.0650,15369
536903184,39.6240,-77.0650,15372
536903184,39.6239,-77.0649,15377
536903184,39.6238,-77.0649,15381
536903184,39.6237,-77.0648,15384
536903184,39.6236,-77.0648,15388
536903296,39.6235,-77.0648,15393
536903296,39.6234,-77.0648,15397
536903344,39.6233,-77.0647,15402
536903344,39.6232,-77.0647,15407
536903296,39.6231,-77.0647,15413
536903296,39.6230,-77.0647,15418
536903296,39.6229,-77.0646,15424
536903296,39.6228,-77.0646,15431
536903296,39.6227,-77.0646,15437
536903296,39.6226,-77.0646,15442
536903296,39.6225,-77.0646,15447
536903296,39.6225,-77.0646,15449
536903296,39.6224,-77.0646,15453
536903296,39.6223,-77.0646,15457
536903296,39.6222,-77.0645,15460
536903184,39.6221,-77.0645,15464
536903184,39.6220,-77.0645,15467
536903184,39.6219,-77.0644,15470
536903184,39.6218,-77.0644,15472
536903184,39.6217,-77.0644,15475
536903184,39.6216,-77.0643,15477
536903296,39.6215,-77.0643,15479
536903296,39.6214,-77.0642,15482
536903296,39.6214,-77.0642,15485
536903296,39.6213,-77.0641,15489
536903296,39.6212,-77.0641,15492
536903296,39.6211,-77.0640,15496
536903344,39.6211,-77.0640,15499
536903296,39.6210,-77.0640,15502
536903296,39.6209,-77.0639,15506
536903296,39.6209,-77.0639,15508
536903296,39.6208,-77.0638,15512
536903296,39.6207,-77.0638,15515
536903296,39.6207,-77.0638,15517
536903296,39.6206,-77.0637,15520
536903296,39.6205,-77.0637,15523
536903184,39.6205,-77.0636,15526
536903184,39.6204,-77.0636,15529
536903184,39.6204,-77.0636,15532
536903184,39.6203,-77.0635,15534
536903184,39.6202,-77.0635,15537
536903184,39.6202,-77.0634,15540
536903184,39.6201,-77.0634,15544
536903296,39.6200,-77.0633,15547
536903344,39.6200,-77.0633,15550
536903296,39.6199,-77.0632,15553
536903296,39.6198,-77.0632,15556
536903296,39.6196,-77.0630,15559
536903344,39.6196,-77.0630,15561
536903344,39.6195,-77.0629,15564
536903296,39.6194,-77.0629,15567
536903296,39.6193,-77.0628,15570
536903344,39.6192,-77.0627,15572
536903296,39.6191,-77.0627,15575
536903344,39.6191,-77.0626,15578
536903296,39.6190,-77.0625,15580
536903296,39.6189,-77.0625,15583
536903296,39.6188,-77.0624,15585
536903184,39.6187,-77.0623,15591
536903184,39.6187,-77.0623,15593
536903184,39.6186,-77.0622,15596
536903184,39.6185,-77.0621,15599
536903184,39.6184,-77.0621,15603
536903184,39.6184,-77.0620,15606
536903344,39.6183,-77.0620,15609
536903296,39.6182,-77.0619,15611
536903344,39.6182,-77.0619,15614
536903296,39.6181,-77.0618,15617
536903344,39.6180,-77.0618,15620
536903296,39.6179,-77.0617,15623
536903296,39.6179,-77.0616,15626
536903344,39.6178,-77.0616,15629
536903344,39.6177,-77.0615,15632
536903296,39.6176,-77.0614,15635
536903296,39.6175,-77.0614,15638
536903296,39.6175,-77.0613,15640
536903296,39.6174,-77.0612,15643
536903296,39.6173,-77.0611,15646
536903184,39.6172,-77.0611,15650
536903184,39.6171,-77.0610,15653
536903184,39.6170,-77.0610,15656
536903184,39.6170,-77.0609,15659
536903184,39.6169,-77.0609,15661
536903184,39.6168,-77.0608,15664
536903184,39.6167,-77.0608,15667
536903344,39.6167,-77.0607,15671
536903296,39.6166,-77.0606,15674
536903296,39.6165,-77.0606,15677
536903296,39.6164,-77.0605,15680
536903344,39.6163,-77.0604,15683
536903296,39.6163,-77.0603,15685
536903296,39.6162,-77.0603,15688
536903296,39.6161,-77.0602,15691
536903344,39.6160,-77.0601,15694
536903296,39.6159,-77.0601,15697
536903296,39.6159,-77.0600,15701
536903344,39.6158,-77.0599,15704
536903296,39.6157,-77.0599,15707
536903296,39.6156,-77.0598,15710
536903296,39.6156,-77.0598,15713
536903184,39.6155,-77.0597,15716
536903184,39.6154,-77.0596,15719
536903184,39.6154,-77.0596,15722
536903184,39.6153,-77.0595,15725
536903184,39.6152,-77.0594,15728
536903296,39.6151,-77.0594,15730
536903344,39.6151,-77.0593,15733
536903296,39.6150,-77.0592,15736
536903296,39.6149,-77.0591,15739
536903296,39.6148,-77.0590,15742
536903296,39.6148,-77.0589,15745
536903344,39.6147,-77.0589,15748
536903296,39.6146,-77.0588,15751
536903296,39.6145,-77.0587,15754
536903296,39.6144,-77.0586,15757
536903296,39.6144,-77.0585,15759
536903296,39.6143,-77.0584,15762
536903296,39.6142,-77.0583,15764
536903296,39.6142,-77.0583,15767
536903296,39.6141,-77.0582,15769
536903184,39.6140,-77.0581,15771
536903184,39.6140,-77.0580,15774
536903184,39.6139,-77.0579,15777
536903184,39.6138,-77.0578,15780
536903184,39.6137,-77.0578,15783
536903184,39.6136,-77.0577,15786
536903296,39.6136,-77.0576,15790
536903296,39.6135,-77.0575,15792
536903296,39.6134,-77.0574,15795
536903344,39.6133,-77.0573,15798
536903296,39.6132,-77.0572,15801
536903344,39.6131,-77.0571,15804
536903344,39.6130,-77.0570,15807
536903344,39.6129,-77.0569,15810
536903296,39.6129,-77.0568,15813
536903344,39.6128,-77.0567,15816
536903344,39.6127,-77.0565,15819
536903344,39.6126,-77.0564,15822
536903344,39.6125,-77.0563,15825
536903296,39.6124,-77.0562,15828
536903296,39.6124,-77.0561,15830
536903184,39.6123,-77.0560,15833
536903184,39.6122,-77.0560,15835
536903184,39.6121,-77.0558,15838
536903184,39.6120,-77.0558,15840
536903184,39.6119,-77.0556,15843
536903184,39.6119,-77.0555,15846
536903344,39.6118,-77.0555,15848
536903296,39.6117,-77.0553,15855
536903296,39.6116,-77.0552,15857
536903344,39.6115,-77.0551,15860
536903296,39.6115,-77.0550,15862
536903344,39.6114,-77.0549,15865
536903296,39.6113,-77.0547,15868
536903296,39.6112,-77.0546,15871
536903296,39.6111,-77.0545,15874
536903296,39.6111,-77.0544,15877
536903296,39.6110,-77.0542,15880
536903296,39.6109,-77.0541,15883
536903296,39.6108,-77.0540,15886
536903344,39.6107,-77.0539,15888
536903296,39.6106,-77.0537,15891
536903184,39.6105,-77.0536,15893
536903184,39.6104,-77.0535,15896
536903184,39.6104,-77.0534,15898
536903184,39.6103,-77.0532,15901
536903184,39.6102,-77.0531,15905
536903184,39.6101,-77.0530,15908
536903184,39.6100,-77.0529,15911
536903296,39.6099,-77.0528,15914
536903296,39.6098,-77.0527,15916
536903296,39.6098,-77.0526,15919
536903296,39.6097,-77.0525,15921
536903344,39.6096,-77.0524,15923
536903296,39.6095,-77.0523,15926
536903296,39.6094,-77.0521,15929
536903296,39.6093,-77.0520,15932
536903296,39.6092,-77.0519,15935
536903344,39.6091,-77.0518,15937
536903344,39.6090,-77.0517,15940
536903296,39.6089,-77.0515,15942
536903296,39.6088,-77.0514,15945
536903344,39.6087,-77.0513,15948
536903296,39.6086,-77.0512,15952
536903184,39.6085,-77.0511,15955
536903184,39.6084,-77.0510,15958
536903184,39.6083,-77.0509,15961
536903184,39.6082,-77.0508,15964
536903184,39.6081,-77.0507,15967
536903184,39.6080,-77.0505,15969
536903184,39.6079,-77.0504,15972
536903184,39.6078,-77.0503,15975
536903184,39.6077,-77.0502,15979
536903296,39.6076,-77.0501,15982
536903296,39.6075,-77.0500,15985
536903296,39.6074,-77.0499,15987
536903296,39.6073,-77.0497,15989
536903296,39.6072,-77.0496,15992
536903296,39.6070,-77.0495,15994
536903344,39.6069,-77.0494,15997
536903344,39.6068,-77.0493,16000
536903296,39.6067,-77.0491,16003
536903296,39.6066,-77.0490,16006
536903296,39.6065,-77.0489,16009
536903296,39.6064,-77.0488,16012
536903344,39.6063,-77.0487,16014
536903296,39.6062,-77.0486,16017
536903296,39.6061,-77.0485,16020
536903184,39.6060,-77.0484,16022
536903184,39.6059,-77.0483,16025
536903184,39.6057,-77.0482,16028
536903184,39.6056,-77.0481,16031
536903184,39.6055,-77.0480,16033
536903184,39.6054,-77.0479,16035
536903184,39.6052,-77.0478,16038
536903184,39.6051,-77.0477,16040
536903296,39.6050,-77.0476,16042
536903296,39.6049,-77.0476,16045
536903296,39.6047,-77.0475,16046
536903296,39.6046,-77.0474,16049
536903344,39.6045,-77.0473,16052
536903296,39.6044,-77.0472,16054
536903344,39.6042,-77.0470,16057
536903344,39.6041,-77.0469,16060
536903296,39.6040,-77.0468,16063
536903296,39.6039,-77.0467,16066
536903296,39.6038,-77.0466,16068
536903296,39.6037,-77.0465,16071
536903296,39.6036,-77.0465,16073
536903296,39.6035,-77.0464,16075
536903344,39.6034,-77.0463,16078
536903184,39.6033,-77.0462,16080
536903184,39.6032,-77.0462,16082
536903184,39.6031,-77.0461,16087
536903184,39.6030,-77.0460,16089
536903184,39.6028,-77.0460,16092
536903184,39.6027,-77.0459,16095
536903296,39.6026,-77.0458,16098
536903344,39.6025,-77.0458,16101
536903296,39.6024,-77.0457,16104
536903296,39.6023,-77.0456,16106
536903296,39.6021,-77.0456,16109
536903296,39.6020,-77.0455,16111
536903296,39.6019,-77.0454,16114
536903296,39.6018,-77.0454,16116
536903296,39.6017,-77.0453,16119
536903344,39.6016,-77.0452,16121
536903296,39.6015,-77.0452,16124
536903296,39.6014,-77.0451,16127
536903296,39.6013,-77.0451,16129
536903344,39.6012,-77.0450,16132
536903296,39.6011,-77.0449,16135
536903184,39.6010,-77.0449,16137
536903184,39.6009,-77.0448,16140
536903184,39.6009,-77.0448,16142
536903184,39.6008,-77.0447,16145
536903184,39.6007,-77.0447,16147
536903184,39.6006,-77.0446,16150
536903184,39.6005,-77.0446,16153
536903296,39.6004,-77.0445,16156
536903296,39.6003,-77.0444,16159
536903296,39.6002,-77.0444,16161
536903344,39.6001,-77.0443,16164
536903296,39.6000,-77.0443,16166
536903296,39.5999,-77.0442,16168
536903296,39.5998,-77.0442,16171
536903296,39.5997,-77.0441,16174
536903296,39.5996,-77.0441,16177
536903296,39.5995,-77.0440,16179
536903344,39.5994,-77.0440,16181
536903048,39.5993,-77.0439,16184
536903048,39.5992,-77.0439,16187
536903048,39.5991,-77.0438,16190
536903048,39.5990,-77.0438,16192
536903048,39.5989,-77.0437,16195
536903048,39.5988,-77.0437,16198
536903048,39.5987,-77.0436,16200
536903048,39.5986,-77.0436,16203
536903048,39.5985,-77.0435,16205
536903048,39.5984,-77.0435,16208
536903048,39.5983,-77.0434,16210
536903048,39.5982,-77.0434,16213
536903048,39.5981,-77.0433,16215
536903048,39.5980,-77.0433,16218
536903048,39.5979,-77.0432,16221
536903048,39.5978,-77.0432,16224
536903048,39.5977,-77.0431,16226
536903048,39.5976,-77.0431,16229
536903160,39.5975,-77.0431,16232
536903160,39.5975,-77.0430,16234
536903160,39.5974,-77.0430,16236
536903160,39.5973,-77.0429,16239
536903160,39.5972,-77.0429,16242
536903160,39.5971,-77.0428,16244
536903160,39.5970,-77.0428,16247
536903160,39.5969,-77.0428,16250
536903160,39.5968,-77.0427,16252
536903160,39.5967,-77.0427,16254
536903160,39.5966,-77.0426,16257
536903160,39.5965,-77.0426,16259
536903160,39.5964,-77.0425,16262
536903160,39.5963,-77.0425,16265
536903160,39.5962,-77.0424,16268
536903160,39.5961,-77.0424,16271
536903160,39.5960,-77.0424,16274
536903160,39.5960,-77.0423,16277
536903160,39.5959,-77.0423,16280
536903160,39.5958,-77.0422,16283
536903160,39.5957,-77.0422,16286
536903160,39.5956,-77.0421,16289
536903160,39.5955,-77.0421,16292
536903160,39.5954,-77.0420,16295
536903160,39.5953,-77.0420,16298
536903160,39.5951,-77.0419,16300
536903160,39.5950,-77.0418,16303
536903160,39.5949,-77.0418,16305
536903160,39.5948,-77.0417,16307
536903160,39.5947,-77.0417,16310
536903048,39.5946,-77.0416,16313
536903048,39.5945,-77.0416,16317
536903048,39.5944,-77.0415,16320
536903048,39.5943,-77.0415,16325
536903048,39.5942,-77.0415,16328
536903048,39.5941,-77.0414,16331
536903048,39.5940,-77.0414,16334
536903048,39.5940,-77.0414,16337
536903048,39.5939,-77.0413,16340
536903048,39.5938,-77.0413,16344
536903048,39.5937,-77.0412,16347
536903048,39.5936,-77.0412,16350
536903048,39.5935,-77.0412,16353
536903048,39.5934,-77.0411,16356
536903048,39.5933,-77.0411,16359
536903048,39.5932,-77.0410,16362
536903048,39.5931,-77.0410,16365
536903048,39.5930,-77.0409,16368
536903160,39.5929,-77.0409,16371
536903160,39.5928,-77.0409,16374
536903160,39.5927,-77.0408,16378
536903160,39.5926,-77.0408,16382
536903160,39.5925,-77.0407,16386
536903160,39.5924,-77.0407,16389
536903160,39.5923,-77.0407,16392
536903160,39.5923,-77.0406,16395
536903160,39.5922,-77.0406,16398
536903160,39.5921,-77.0405,16401
536903160,39.5921,-77.0405,16404
536903160,39.5920,-77.0405,16407
536903160,39.5919,-77.0404,16410
536903160,39.5918,-77.0404,16413
536903160,39.5918,-77.0404,16417
536903160,39.5917,-77.0403,16420
536903160,39.5916,-77.0403,16424
536903160,39.5915,-77.0402,16428
536903160,39.5915,-77.0402,16432
536903160,39.5914,-77.0402,16436
536903160,39.5913,-77.0402,16439
536903160,39.5912,-77.0402,16441
536903160,39.5911,-77.0401,16444
536903160,39.5911,-77.0401,16446
536903160,39.5910,-77.0401,16449
536903160,39.5909,-77.0401,16452
536903160,39.5909,-77.0401,16455
536903160,39.5908,-77.0400,16458
536903160,39.5907,-77.0400,16462
536903160,39.5907,-77.0400,16465
536903048,39.5906,-77.0399,16467
536903048,39.5905,-77.0399,16470
536903048,39.5905,-77.0399,16474
536903048,39.5904,-77.0398,16477
536903048,39.5903,-77.0398,16480
536903048,39.5903,-77.0398,16483
536903048,39.5902,-77.0398,16486
536903048,39.5901,-77.0397,16489
536903048,39.5901,-77.0397,16492
536903048,39.5900,-77.0397,16495
536903048,39.5899,-77.0397,16498
536903048,39.5898,-77.0397,16501
536903184,39.5898,-77.0397,16504
536903184,39.5897,-77.0396,16507
536903184,39.5896,-77.0396,16511
536903184,39.5896,-77.0396,16514
536903296,39.5895,-77.0396,16517
536903296,39.5895,-77.0395,16520
536903296,39.5894,-77.0395,16524
536903344,39.5893,-77.0395,16527
536903296,39.5893,-77.0394,16530
536903344,39.5892,-77.0394,16534
536903296,39.5892,-77.0393,16537
536903296,39.5891,-77.0393,16541
536903296,39.5890,-77.0392,16545
536903344,39.5889,-77.0392,16547
536903344,39.5889,-77.0391,16550
536903296,39.5888,-77.0391,16553
536903296,39.5887,-77.0391,16555
536903344,39.5887,-77.0390,16558
536903296,39.5885,-77.0389,16561
536903184,39.5884,-77.0389,16565
536903184,39.5884,-77.0388,16568
536903184,39.5883,-77.0388,16572
536903184,39.5882,-77.0388,16575
536903184,39.5882,-77.0387,16578
536903184,39.5881,-77.0387,16582
536903184,39.5881,-77.0387,16585
536903184,39.5880,-77.0386,16588
536903296,39.5879,-77.0386,16592
536903296,39.5879,-77.0386,16595
536903296,39.5878,-77.0385,16601
536903296,39.5877,-77.0385,16604
536903296,39.5876,-77.0384,16606
536903296,39.5875,-77.0384,16609
536903296,39.5875,-77.0383,16612
536903344,39.5874,-77.0383,16615
536903296,39.5873,-77.0382,16618
536903296,39.5872,-77.0382,16622
536903296,39.5872,-77.0381,16625
536903296,39.5871,-77.0381,16628
536903296,39.5870,-77.0380,16631
536903296,39.5870,-77.0380,16633
536903296,39.5869,-77.0379,16636
536903184,39.5868,-77.0379,16638
536903184,39.5868,-77.0379,16640
536903184,39.5867,-77.0378,16643
536903184,39.5866,-77.0378,16647
536903184,39.5866,-77.0377,16650
536903296,39.5865,-77.0377,16652
536903344,39.5864,-77.0376,16655
536903296,39.5863,-77.0376,16657
536903296,39.5863,-77.0375,16660
536903344,39.5862,-77.0374,16664
536903296,39.5861,-77.0374,16667
536903296,39.5860,-77.0373,16671
536903344,39.5859,-77.0373,16675
536903296,39.5859,-77.0372,16678
536903296,39.5858,-77.0372,16680
536903296,39.5857,-77.0371,16683
536903344,39.5856,-77.0371,16685
536903296,39.5856,-77.0371,16688
536903296,39.5855,-77.0370,16691
536903296,39.5854,-77.0370,16694
536903184,39.5853,-77.0369,16697
536903184,39.5852,-77.0369,16701
536903184,39.5851,-77.0368,16704
536903184,39.5851,-77.0367,16707
536903184,39.5850,-77.0367,16710
536903296,39.5849,-77.0366,16712
536903344,39.5848,-77.0365,16716
536903344,39.5847,-77.0365,16719
536903296,39.5846,-77.0364,16723
536903296,39.5845,-77.0363,16726
536903296,39.5844,-77.0363,16729
536903296,39.5843,-77.0362,16732
536903296,39.5843,-77.0362,16734
536903296,39.5842,-77.0362,16737
536903296,39.5841,-77.0361,16740
536903296,39.5840,-77.0361,16743
536903296,39.5839,-77.0360,16746
536903296,39.5838,-77.0360,16750
536903296,39.5837,-77.0359,16753
536903184,39.5836,-77.0358,16756
536903184,39.5835,-77.0358,16759
536903184,39.5834,-77.0357,16761
536903184,39.5834,-77.0357,16764
536903184,39.5833,-77.0356,16767
536903184,39.5832,-77.0355,16769
536903184,39.5831,-77.0355,16772
536903296,39.5830,-77.0354,16776
536903296,39.5829,-77.0354,16779
536903296,39.5828,-77.0353,16782
536903344,39.5828,-77.0353,16785
536903296,39.5827,-77.0353,16788
536903296,39.5826,-77.0352,16791
536903296,39.5825,-77.0352,16795
536903296,39.5824,-77.0352,16798
536903296,39.5824,-77.0351,16801
536903296,39.5823,-77.0351,16804
536903296,39.5822,-77.0351,16808
536903296,39.5821,-77.0350,16811
536903296,39.5820,-77.0350,16813
536903296,39.5819,-77.0349,16816
536903296,39.5818,-77.0349,16818
536903184,39.5817,-77.0348,16821
536903184,39.5817,-77.0348,16824
536903184,39.5816,-77.0347,16827
536903184,39.5815,-77.0347,16831
536903184,39.5813,-77.0346,16834
536903184,39.5812,-77.0346,16836
536903184,39.5811,-77.0346,16839
536903184,39.5810,-77.0346,16842
536903296,39.5810,-77.0345,16845
536903296,39.5809,-77.0345,16848
536903296,39.5808,-77.0345,16851
536903296,39.5807,-77.0344,16854
536903296,39.5806,-77.0344,16857
536903296,39.5805,-77.0344,16860
536903296,39.5804,-77.0343,16863
536903296,39.5803,-77.0343,16869
536903296,39.5802,-77.0342,16872
536903296,39.5801,-77.0342,16876
536903344,39.5800,-77.0342,16879
536903296,39.5799,-77.0341,16882
536903296,39.5798,-77.0341,16885
536903296,39.5797,-77.0341,16888
536903296,39.5797,-77.0341,16891
536903184,39.5796,-77.0340,16894
536903184,39.5795,-77.0340,16897
536903184,39.5794,-77.0340,16900
536903184,39.5793,-77.0340,16903
536903184,39.5792,-77.0339,16907
536903184,39.5791,-77.0339,16910
536903296,39.5789,-77.0339,16912
536903296,39.5788,-77.0338,16916
536903344,39.5787,-77.0338,16918
536903344,39.5786,-77.0338,16921
536903296,39.5785,-77.0338,16924
536903344,39.5784,-77.0337,16927
536903344,39.5783,-77.0337,16930
536903296,39.5781,-77.0337,16933
536903296,39.5780,-77.0337,16936
536903296,39.5779,-77.0337,16939
536903296,39.5778,-77.0337,16941
536903296,39.5777,-77.0337,16944
536903296,39.5776,-77.0337,16947
536903344,39.5775,-77.0337,16949
536903344,39.5774,-77.0337,16953
536903184,39.5773,-77.0337,16956
536903184,39.5771,-77.0337,16959
536903184,39.5770,-77.0337,16961
536903184,39.5769,-77.0337,16964
536903184,39.5768,-77.0336,16966
536903296,39.5767,-77.0336,16968
536903344,39.5766,-77.0336,16971
536903296,39.5765,-77.0336,16973
536903296,39.5764,-77.0336,16976
536903296,39.5763,-77.0335,16980
536903296,39.5762,-77.0335,16983
536903296,39.5761,-77.0335,16986
536903296,39.5760,-77.0335,16989
536903296,39.5759,-77.0335,16992
536903296,39.5758,-77.0335,16996
536903296,39.5758,-77.0335,16999
536903296,39.5757,-77.0335,17002
536903344,39.5756,-77.0336,17006
536903296,39.5755,-77.0336,17009
536903344,39.5755,-77.0336,17012
536903184,39.5754,-77.0336,17015
536903184,39.5753,-77.0336,17019
536903184,39.5753,-77.0336,17022
536903184,39.5752,-77.0336,17025
536903184,39.5751,-77.0336,17028
536903184,39.5751,-77.0336,17032
536903184,39.5750,-77.0336,17035
536903184,39.5749,-77.0336,17039
536903296,39.5749,-77.0336,17042
536903296,39.5748,-77.0336,17045
536903296,39.5747,-77.0336,17048
536903344,39.5747,-77.0336,17052
536903344,39.5746,-77.0336,17054
536903344,39.5745,-77.0336,17056
536903296,39.5745,-77.0335,17058
536903344,39.5744,-77.0335,17061
536903296,39.5744,-77.0335,17064
536903296,39.5743,-77.0335,17067
536903296,39.5743,-77.0335,17070
536903344,39.5742,-77.0335,17073
536903296,39.5742,-77.0335,17077
536903296,39.5741,-77.0335,17080
536903344,39.5740,-77.0335,17083
536903184,39.5740,-77.0335,17087
536903184,39.5739,-77.0335,17090
536903184,39.5739,-77.0335,17093
536903184,39.5738,-77.0335,17095
536903184,39.5738,-77.0335,17098
536903184,39.5737,-77.0335,17101
536903296,39.5736,-77.0335,17105
536903296,39.5736,-77.0335,17108
536903296,39.5735,-77.0334,17111
536903296,39.5735,-77.0334,17114
536903296,39.5734,-77.0334,17117
536903344,39.5734,-77.0334,17121
536903296,39.5733,-77.0334,17124
536903344,39.5733,-77.0333,17128
536903296,39.5732,-77.0333,17132
536903344,39.5732,-77.0333,17135
536903296,39.5732,-77.0332,17141
536903344,39.5731,-77.0332,17144
536903296,39.5731,-77.0332,17146
536903296,39.5731,-77.0332,17149
536903296,39.5730,-77.0332,17152
536903184,39.5730,-77.0331,17155
536903184,39.5729,-77.0331,17158
536903184,39.5729,-77.0331,17161
536903184,39.5729,-77.0331,17164
536903184,39.5728,-77.0331,17167
536903184,39.5728,-77.0331,17170
536903184,39.5727,-77.0331,17173
536903184,39.5727,-77.0332,17176
536903184,39.5727,-77.0332,17179
536903344,39.5726,-77.0332,17182
536903296,39.5726,-77.0332,17185
536903296,39.5725,-77.0332,17188
536903344,39.5725,-77.0332,17192
536903296,39.5725,-77.0332,17195
536903296,39.5724,-77.0332,17200
536903296,39.5724,-77.0332,17204
536903296,39.5723,-77.0332,17208
536903296,39.5723,-77.0332,17212
536903296,39.5723,-77.0331,17216
536903296,39.5722,-77.0331,17219
536903296,39.5722,-77.0331,17223
536903296,39.5722,-77.0330,17226
536903296,39.5721,-77.0330,17229
536903184,39.5721,-77.0330,17232
536903184,39.5720,-77.0329,17235
536903184,39.5720,-77.0329,17239
536903184,39.5719,-77.0329,17242
536903184,39.5719,-77.0329,17245
536903184,39.5719,-77.0328,17248
536903184,39.5718,-77.0328,17251
536903344,39.5718,-77.0328,17254
536903296,39.5717,-77.0328,17257
536903296,39.5717,-77.0328,17260
536903296,39.5716,-77.0327,17263
536903296,39.5716,-77.0327,17265
536903296,39.5716,-77.0327,17268
536903296,39.5715,-77.0326,17271
536903296,39.5715,-77.0326,17273
536903296,39.5714,-77.0326,17276
536903296,39.5714,-77.0325,17279
536903296,39.5714,-77.0325,17282
536903296,39.5714,-77.0324,17285
536903344,39.5713,-77.0324,17289
536903344,39.5713,-77.0324,17291
536903296,39.5712,-77.0323,17295
536903184,39.5712,-77.0323,17298
536903184,39.5711,-77.0323,17300
536903184,39.5711,-77.0323,17303
536903184,39.5710,-77.0322,17306
536903184,39.5710,-77.0322,17309
536903184,39.5709,-77.0322,17313
536903296,39.5709,-77.0321,17316
536903344,39.5708,-77.0321,17319
536903296,39.5708,-77.0320,17322
536903344,39.5707,-77.0320,17324
536903296,39.5707,-77.0319,17327
536903296,39.5706,-77.0319,17330
536903296,39.5706,-77.0318,17333
536903296,39.5705,-77.0318,17336
