INIT_TX_LOG
121701,39.4271,-77.4625,130
121719,39.4271,-77.4625,128
121825,39.4271,-77.4625,131
121932,39.4271,-77.4625,128
122130,39.4271,-77.4624,123
122241,39.4270,-77.4624,124
122350,39.4271,-77.4624,128
122452,39.4271,-77.4624,127
123003,39.4270,-77.4625,126
123517,39.4267,-77.4622,129
124029,39.4271,-77.4624,130
124536,39.4245,-77.4554,1029
125140,39.4258,-77.4327,3141
125747,39.4391,-77.3800,5345
130252,39.4613,-77.3184,7217
130853,39.4977,-77.2078,9604
131403,39.5405,-77.0831,11617
131907,39.5712,-76.9719,13827
132449,39.5895,-76.8836,16746
133022,39.6027,-76.8345,19903
133720,39.5981,-76.8032,24203
133828,39.5936,-76.8006,24881
133951,39.5925,-76.7950,25720
134055,39.5923,-76.7887,26293
134233,39.5903,-76.7787,27035
INIT_TX_LOG
134611,39.5868,-76.7619,28725
134705,39.5863,-76.7533,29161
134824,39.5864,-76.7412,29802
135028,39.5838,-76.7256,25139
135225,39.5803,-76.7204,21777
135430,39.5809,-76.7112,19009
135548,39.5810,-76.7007,17666
135653,39.5860,-76.6880,16605
135808,39.5893,-76.6704,15495
135915,39.5912,-76.6545,14600
INIT_TX_LOG
140254,39.6100,-76.5804,12137
140408,39.6191,-76.5503,11410
140525,39.6292,-76.5193,10666
140659,39.6421,-76.4821,9810
140921,39.6554,-76.4278,8617
141038,39.6625,-76.4037,8029
141151,39.6686,-76.3852,7510
141304,39.6750,-76.3685,7000
141444,39.6824,-76.3459,6323
141610,39.6888,-76.3279,5731
INIT_TX_LOG
141945,39.6972,-76.2870,4309
142034,39.6992,-76.2796,4015
142145,39.7013,-76.2679,3582
142256,39.7031,-76.2578,3164
142406,39.7060,-76.2490,2782
142528,39.7102,-76.2407,2337
142816,39.7156,-76.2291,1424
142932,39.7168,-76.2261,1007
143045,39.7166,-76.2239,623
143154,39.7151,-76.2252,270
143313,39.7149,-76.2247,18
INIT_TX_LOG
144146,39.7145,-76.2243,23
145038,39.7140,-76.2239,35
