INIT_GPS_LOG
2,2.0000,2.0000,4294967295
2,2.0000,2.0000,4294967295
2,2.0000,2.0000,4294967295
2,2.0000,2.0000,4294967295
2,2.0000,2.0000,4294967295
INIT_GPS_LOG
2,2.0000,2.0000,4294967295
13818,38.9930,-76.9391,49
13819,38.9930,-76.9391,47
13820,38.9930,-76.9391,41
13821,38.9930,-76.9391,36
13822,38.9931,-76.9391,33
13823,38.9931,-76.9392,29
13824,38.9931,-76.9392,27
13825,38.9931,-76.9392,25
13826,38.9931,-76.9392,24
13827,38.9931,-76.9392,23
13828,38.9931,-76.9392,22
13829,38.9931,-76.9392,22
13830,38.9931,-76.9392,22
13831,38.9931,-76.9392,21
13832,38.9931,-76.9392,21
13833,38.9931,-76.9392,21
13834,38.9931,-76.9392,21
13835,38.9931,-76.9392,21
13836,38.9931,-76.9392,20
13837,38.9931,-76.9392,20
13838,38.9931,-76.9392,20
13839,38.9931,-76.9392,20
13840,38.9931,-76.9392,20
13841,38.9931,-76.9392,20
13842,38.9931,-76.9392,20
13843,38.9931,-76.9392,20
13844,38.9931,-76.9392,20
13845,38.9931,-76.9392,21
13846,38.9931,-76.9392,21
13847,38.9931,-76.9392,22
13848,38.9931,-76.9392,22
13849,38.9931,-76.9392,22
13850,38.9931,-76.9392,23
13851,38.9931,-76.9392,23
13852,38.9931,-76.9392,23
13854,38.9931,-76.9392,23
13855,38.9931,-76.9392,24
13856,38.9931,-76.9392,24
13857,38.9931,-76.9392,24
13858,38.9931,-76.9392,24
13859,38.9931,-76.9392,25
13900,38.9931,-76.9392,25
13901,38.9931,-76.9392,25
13902,38.9931,-76.9392,25
13903,38.9931,-76.9392,25
13904,38.9931,-76.9392,24
13905,38.9931,-76.9392,24
13906,38.9931,-76.9392,24
13907,38.9931,-76.9392,23
13908,38.9931,-76.9392,23
13909,38.9931,-76.9392,23
13910,38.9931,-76.9392,23
13911,38.9931,-76.9392,23
13912,38.9931,-76.9392,23
13913,38.9931,-76.9392,22
13914,38.9931,-76.9392,22
13915,38.9931,-76.9392,22
13916,38.9931,-76.9392,22
13917,38.9931,-76.9392,22
13918,38.9931,-76.9392,21
13919,38.9931,-76.9392,21
13920,38.9931,-76.9392,21
13921,38.9931,-76.9392,22
13922,38.9931,-76.9392,22
13923,38.9931,-76.9392,22
13924,38.9931,-76.9392,22
13925,38.9931,-76.9392,22
13926,38.9931,-76.9392,22
13927,38.9931,-76.9392,22
13928,38.9931,-76.9392,22
