INIT_GPS_LOG
2::<”,2.0000,2.0000,4294967295
2::<”,2.0000,2.0000,4294967295
13:19:31,39.6967,-78.1958,162
13:19:36,39.6967,-78.1958,162
13:19:37,39.6967,-78.1958,163
13:19:38,39.6967,-78.1958,164
13:19:39,39.6967,-78.1958,164
13:19:40,39.6967,-78.1958,164
13:19:41,39.6967,-78.1958,164
13:19:42,39.6967,-78.1958,164
13:19:42,39.6967,-78.1958,163
13:19:42,39.6967,-78.1958,163
13:19:42,39.6967,-78.1958,163
13:19:42,39.6967,-78.1958,163
13:19:42,39.6967,-78.1958,163
13:19:48,39.6967,-78.1957,163
13:19:48,39.6967,-78.1957,170
13:19:48,39.6967,-78.1957,170
13:19:48,39.6967,-78.1957,170
13:19:48,39.6967,-78.1957,170
13:19:48,39.6967,-78.1957,170
13:19:48,39.6967,-78.1957,170
13:19:55,39.6966,-78.1956,174
13:19:56,39.6966,-78.1956,168
13:19:57,39.6967,-78.1957,165
13:19:58,39.6967,-78.1957,164
13:19:59,39.6967,-78.1957,163
13:20:00,39.6967,-78.1957,161
13:20:01,39.6967,-78.1957,160
13:20:02,39.6967,-78.1957,160
13:20:03,39.6967,-78.1957,161
13:20:04,39.6967,-78.1957,161
13:20:05,39.6967,-78.1957,161
13:20:06,39.6967,-78.1957,162
13:20:07,39.6967,-78.1957,162
13:20:08,39.6967,-78.1957,163
13:20:09,39.6967,-78.1957,163
13:20:10,39.6967,-78.1957,164
13:20:11,39.6967,-78.1957,165
13:20:12,39.6967,-78.1957,166
13:20:13,39.6967,-78.1957,166
13:20:14,39.6967,-78.1957,166
13:20:15,39.6967,-78.1957,166
13:20:16,39.6967,-78.1957,167
13:20:17,39.6967,-78.1957,166
13:20:18,39.6967,-78.1957,166
13:20:19,39.6967,-78.1957,166
13:20:20,39.6967,-78.1957,166
13:20:21,39.6967,-78.1957,166
13:20:22,39.6967,-78.1957,169
13:20:23,39.6967,-78.1957,171
13:20:24,39.6967,-78.1957,172
13:20:25,39.6967,-78.1957,172
13:20:26,39.6967,-78.1957,172
13:20:27,39.6967,-78.1957,172
13:20:28,39.6967,-78.1957,173
13:20:29,39.6967,-78.1957,173
13:20:30,39.6967,-78.1957,173
13:20:31,39.6967,-78.1957,173
13:20:32,39.6967,-78.1957,171
13:20:33,39.6967,-78.1957,171
13:20:33,39.6967,-78.1957,171
13:20:34,39.6967,-78.1957,172
13:20:35,39.6967,-78.1957,172
13:20:36,39.6967,-78.1957,172
